listing_id,id,date,reviewer_id,reviewer_name,comments
28871,114558402,2016-11-19,21313714,Guy,"place is amazing. edwin is super nice.
the bed is very big and more comfortable than in other hotel we stayed to."
28871,115021353,2016-11-21,95324046,Anna,"We chose Airbnb because our usual hotel in Amsterdam was not available - and we are so glad that we found Edwin!
Now we will always try and stay with Edwin whenever we visit.
He was kind and friendly and welcoming, and his house is lovely, clean and comfortable.
You can see that he has made a big effort for you.
The location is perfect too... can't speak highly enough.
Thank you very much indeed, we look forward to seeing you again soon x :)"
28871,115497188,2016-11-25,38061888,Leire,"Perfecta ubicación, y habitación, muy amplia, cama muy grande y cómoda. Edwin un encanto y su gatita también!"
28871,115849123,2016-11-27,3708810,Carlos,"Great location at the heart of the city. 20 minute walking distance to Central Station and 15 minute walking distance to Museum area. Bedroom and bathroom small but clean and with confortable temperature. The street has some noise at noght but location is a must. Wi-fi isn't very strong but there are to choices, so if one works badly you have the other. Edwin was very kind to welcome us at 23h (11pm) and give the chance to keep the bags after check out."
28871,117133718,2016-12-04,90484801,Adam,"Edwin was a fantastic host who helped us settle in smoothly. The apartment was lovely, in a great central neighbourhood and had everything we could have wished for. 

I would recommend anyone to stay with Edwin when visiting Amsterdam! "
28871,117283871,2016-12-06,70725340,Diana,"Great host, very accommodating--went as far as helping us bring baggage up and doing a load of laundry for us. Super good about communication. Adorable cat too! Great location, central to everything. "
28871,120147499,2016-12-08,51910069,Rebeca,"Very nice experience with Edwin, very friendly and the house si near to everything "
28871,121446737,2016-12-17,25036035,Kyle,"Edwin was a great host. Available when we needed him but we also had our own space. The room was big, the bed was comfy and we were walking (or riding) distance to everything. "
28871,122540122,2016-12-24,43384581,Valdimir,Very nice place! Edwin was not there but we were very well received by his friend. The place is very well located. 
28871,123429532,2016-12-29,45714819,Umberto,"Clean, independent and very central located room. Close to the flower market. Good value for money. "
28871,124927708,2017-01-03,48011094,Manvir,"Just like the other reviews say. Great location, size and cleanliness. Easy to access and you're never too far from this flat  while exploring the city."
28871,125874419,2017-01-08,86866176,Kamal,Best place to explore the city
28871,127670608,2017-01-20,27823931,Ulrich,"Great place to stay if you are visiting Amsterdam. You can reach all sights by foot and there are a lot of restaurants and bars near his home.

Communication with Edwin was awesome. He is a very nice guy.  The place looks exactly like the pics and the house was very clean.
I can only recommend this home."
28871,130644588,2017-02-07,37060672,Franciele,"Thank you very much ! 
Edwin is very friendly , he help us with everything, and his cat is so beautiful :) 
I definitely recommend the room! 
The room is in the center of everything! And the train is very close ! 120meters from the room! Have a lot bars and pub in the same street of the apartment , well, I'm so happy! Wish I could be here for more days ;) "
28871,133522986,2017-02-23,55549982,Lucie,"We had a very good time in Edwin's house, well located, maybe a little bit noizy during the weekend. Edwin is a wonderful person (as his cat) and really takes care of what you need. We recommend his chambers for those who want to be in the city center, near everything, and desire a nice stay in Amsterdam ! Enjoy !"
28871,135235458,2017-03-04,33735419,Jose,"Gran ubicación! Es cierto lo del ruido por las noches, muy cerca de bares y restaurantes. Todo está a distancias caminables. "
28871,136795051,2017-03-12,85949749,José Antonio,Edwin es un gran anfitrión!!! La situación de la habitación es genial...todo está a 10minutos...Sin duda recomendable y para volver
28871,137907457,2017-03-18,89033752,Christine,"Edwin's guesthouse is situated at the perfect location. It is right by the tulip market, and there are variety of fun restaurants/bars along the adjacent street. Edwin was very welcoming, and the room was exactly as it was described. Would definitely recommend!!!"
28871,139052062,2017-03-23,27213859,Camille,"Le point fort de cet appartement est qu'il est vraiment bien situé, à quelques pas du centre et dans une rue animée. Si vous avez le sommeil léger, pensez juste à amener une paire de boules quies car la chambre n'est pas très bien insonorisée. Sinon la chambre est très propre, bien chauffée et le lit confortable. La salle de bain est petite mais fonctionnelle. 
Edwin s'est montré très disponible et réactif. Il nous a bien expliqué comment rejoindre son appartement. Pensez à le prévenir si vous êtes allergique au chat afin d'éviter une visite de son adorable maine coon. 
En bref, je vous le conseille :) 
"
28871,139598862,2017-03-26,63346070,Shirley,Was super locatie. . Steven was top en gezellig. .voor herhaling vatbaar 
28871,140199890,2017-03-28,21435348,Steffen,"All said in the description. It's a cozy place where you can breath the vibes of Amsterdam.
Edwin makes a perfect host, very friendly and always open to help you."
28871,140679267,2017-03-31,89979423,Donna,"We loved staying at Edwin's place. The location is fantastic, it's in walking distance to absolutely everything and only a couple of tram stops away from Amsterdam Central. Edwin is such a great host who went above and beyond our expectations to make sure our stay was great! Thanks again, we hope to return one day soon!"
28871,141061015,2017-04-02,63105910,Monica,"Everything was perfect. The room (and the bathroom) were very comfy and clean. The position is perfect:it's in the center, 10minutes far from everything. Trust me! You will not be disappointed by the place! Thank you Edwin!"
28871,141887567,2017-04-05,108082359,Caitlin,Edwin offers a great value location. His place is perfect for exploring Amsterdam and he is a fabulous host. 
28871,143050828,2017-04-10,26590145,Yatzury,This place is a gem! Is in the middle of everything. I walked everywhere and there are a ton of restaurants and bars in the area if you don't want to go too far. Edwin is amazing and was clear in his communication and he was very helpful with any questions or requests i may have. Keep in mind this is in the middle of a busy area in Ams if you are looking for a quiet place this is not it but if you are looking to have the best time stay here. 
28871,143987472,2017-04-14,90587247,Sophia,"Staying at Edwin's was a real pleasure. He's a really friendly person, who has nice hints on what to see in Amsterdam. The room was clean, nicely decorated and the wifi worked. If we'll ever be back again, we will definitely come back. "
28871,145445691,2017-04-18,4569313,Kevin & Evelyn,"Edwin's place is great! We stayed for a short stay over the Easter weekend and absolutely loved it's location and convenience to all of the sights and to the central station to catch our next train. The room was very comfortable and just as listed. The bed and pillows were very comfortable and the shared bathroom was kept tidy. We would definitely recommend staying with Edwin, he is very friendly and made sure we were comfortable during our stay. "
28871,146008689,2017-04-21,51330599,Melanie,"Die Lage der Unterkunft ist genial. Das Zimmer hatte ausreichend platz und das Bad war direkt nebenan.
Von den Mitbewohnern haben wir nichts mitbekommen. Die Eingangstür klemmt extrem aber keine Panik, sie öffnet sich wenn man weis wie!
Wir würden wieder bei Edwin buchen! Top!"
28871,146912217,2017-04-24,92632137,Srta,"I recommed Edwin's house If you want to visit Amsterdam. Edwin makes to feel you like at home. House is clean, cute and well-ubicated. "
28871,149592126,2017-05-05,16412758,Angélique,"La chambre est conforme à la description de l'annonce, Edwin nous a parfaitement bien indiqué comment trouver la maison en arrivant de l'aéroport. Dommage que l'on ne l'ait pas vu du reste de notre séjour après notre arrivée....
Le lit est très confortable mais la rue à côté du logement est très brillante jusqu'à tard dans la nuit... Et pas de chance au moment où nous sommes allés dans le logement d'Edwin, il y avait des travaux dans le bâtiment d'à côté et donc réveillé très tôt le matin...."
28871,150447273,2017-05-08,15334952,Arisa,"Edwin the host is very friendly and helpful. The place is clean. The bathroom is shared with the other room but it's totally fine. The location is really really great too.  It's close to various restaurants and shopping streets and supermarkets and all kinds of shops which is perfect for people who like to go out at night. The only downside is that it's not might be considered walkable for some from the central station but there's a tram station literally 1-minute-walk away from the place.
My personal tip: do not bring large luggages because you'll have a problem drag them up the steep and narrow stairs"
28871,150954014,2017-05-10,118827861,Troy,Edwin was a great host and his place is directly in the middle of anywhere you would want to go. 
28871,151260813,2017-05-12,80126689,Marcia,"Nos hospedamos con mi pareja dos noches, Edwin ha sido un excelente anfitrión y el lugar es muy lindo y cómodo también. Muy contentos de habernos hospedado con el, sin duda volveríamos."
28871,152559070,2017-05-17,67920762,Dani,"Edwin is my favorite host!  Super personable and funny.  You cannot ask for a better location in Amsterdam, it's on a great street with everything nearby!"
28871,154544404,2017-05-25,3372519,Bridie,"It's my second time staying at Edwin's and I was not disappointed!

You can't beat the area, close to all major attractions and easily accessible from Centraal station via tram or walking (if you don't have much luggage).

The location is in a fun and vibrant area, there are bars close by, so expect to hear a little street noise, but no issues getting to sleep whatsoever in the comfortable bed!

Edwin is great for communication, prompt and friendly, and went out of his way to ensure we could store our bags while exploring on the last day.

Can't recommend highly enough!"
28871,156782075,2017-06-01,101159532,Gregg,"Centrally located in a great area. Does get loud at night with the bars and in the mornings with garbage trucks, but if you're not a light sleeper it's not a big deal. Edwin was very helpful during our stay with his recommendations and willingness to help. Highly recommended!  "
28871,160399348,2017-06-14,60876366,Valentina,"Edwin, you are an absolute gem! Thankyou for looking after me and being your wonderful bubby self. You always make my holidays! Best host ever! You know I'll be back xx"
28871,160886328,2017-06-16,18787767,Nic,Really cool place! Edwin is friendly and gives great advice. Definitely recommend this spot!
28871,165146376,2017-06-30,37262600,Emily,"Though completely out of our element during our first trip to Amsterdam, Edwin was an excellent host and made us feel right at home! With his many recommendations, we ended up having a blast exploring the local food, shops, and museums. The room was clean and cozy, perfect for two. We had tea and coffee available for us, and Pookie the cat paid us a couple of visits! It was a short stay but definitely a great one. Thank you, Edwin - we would gladly book again! :)"
28871,167820047,2017-07-08,17068909,Florian,Edwin is a very welcoming host and we immediately felt comfortable in his home. To start discovering the city and easily get involved in Amsterdam's nightlife it is the best spot 
28871,168718723,2017-07-10,44736764,Jenna,He is the MOST AMAZING host!! If you're lucky enough to book this place DO IT! He gave us so many suggestions on things to do and it's right next to the flower market! LOVE HIM SO FRIENDLY BOOK THIS PLACE 
28871,170671996,2017-07-16,28952263,Marine,"Deux meilleures amies, premier voyage à Amsterdam: le logement d'Edwin est parfaitement adapté ! 
Idealement situé, en plein centre de la ville, tout se fait à pied, des restaurants, bars, magasins à proximité. Je recommande et y retournerai sans hesiter ! "
28871,171874920,2017-07-19,58616657,Emma,"Amazing host, very easy location and very comfortable!"
28871,179208842,2017-08-07,14667706,Claudia,The apartment is in a great central location beside the floating flower market and it's possible to walk to all the main sights. It's in a lively area so there can be noise from nearby bars but that's to be expected in the city centre. Edwin is a great host and his cat is adorable!
28871,180283026,2017-08-10,108837835,Chan,Good location and very comfortable 
28871,183398412,2017-08-17,18556669,Emily,"We really loved our stay at Edwin's place, he is the best! made us feel at home and gave us good tips, the place is in a great location and was perfect for our short stay."
28871,184556670,2017-08-20,9015601,Sarah,"Edwin is by far the greatest Airbnb host we've stayed with. The house is very clean and cute, and the room is super comfortable. Yes, there are packed bars on the street at night, but we enjoyed the white noise of it. Plus, you can't beat the location!

Check in was super easy due to great communication. Edwin is wonderful and will offer many suggestions on meals and sights to see. He is hilarious and will help you in any way you need. His cat Pookie will also come hang out if you are lucky. Thanks Edwin!"
28871,185581330,2017-08-22,10402704,Noelia,Muy buen anfitrion siempre atento. Limpio lugar y genial ubicacion! Recomendable
28871,186929709,2017-08-26,118114258,Claudia,"Edwin is such a friendly, young man. We had the best time in Amsterdam."
28871,188310811,2017-08-29,28367837,Nico,"Excelente estancia en lo de Edwin. La habitacion es muy acogedora y limpia. La ubicacion es ideal, cerca de todo, a pasos del Bloemenmarkt. Edwin super amable con nosotros, nos estaba esperando en la puerta en el momento de nuestra llegada y con un mapa nos empezo a dar consejosm. Volveria sin dudarlo, muchas gracias Edwin!"
28871,188329530,2017-08-29,144697534,Shruthi,The host canceled this reservation 23 days before arrival. This is an automated posting.
28871,188903035,2017-08-31,120060198,Mardi,"GREAT location.   Small but quaint room.  Fine for two adults, you're out and about anyway.   Easy to get to Central Station, Anne Frank, Heineken, Hard Rock.   Lots of walkable restaurants.   Only reason didn't give five stars is it is a noisy neighborhood till wee hours.  If you're a party person great, a sleeper, not so much.
Host was very accommodating with delayed check-in due to flight delay"
28871,189861140,2017-09-03,27318851,Betti,"Die Lage des Zimmers ist unschlagbar gut, alles in Gehweite erreichbar. Das Bett komfortabel und alles sauber. 
Da sich in der Gegend einige Bars befinden, kann es abends auch mal etwas lebhafter zu gehen. 
Alles in allem eine tolle Unterkunft mit gutem Preis-Leistungsverhältnis"
28871,192168803,2017-09-10,27762389,Karen,I can't say enough about Edwin's house. The position is perfect! Gorgeous little street with lots of cafes. Easy tram ride from Central Station. Lovely and clean room with every requirement thought of. Edwin is a perfect host and very happy to assist with anything. Great value for money. Highly recommend.
28871,193083079,2017-09-12,111176823,Vlad,"Really amazing place and Edwin is amazing host! 
The place is clean, offers more than just a stay but a soul to get the full experience! You're literally above a coffeeshop if that's something you're interested in although you won't be bothered by people visiting it. There are some amazing places in the area and you're not that far off from anything in Amsterdam! It was amazing experience!"
28871,194471984,2017-09-17,45606970,Chris,"Edwin's place was exactly what we were looking for in Amsterdam.  Great location, clean, and very responsive communication.  Would stay here again!"
28871,195354124,2017-09-19,46463256,Rushna,Perfect spot for travelers. Very nice host with great recommendations.
28871,195836082,2017-09-21,116326050,Brittni,"This is the absolute perfect location for seeing Amsterdam. All major sites are in walkable distance. The room was larger than expected, very cozy, but perfect for two people. We even became very friendly with the other tenant next door. Would 10/10 recommend and attend again!"
28871,198921752,2017-10-01,70978611,Leandro,"Habitación doble en una buena localización en Amsterdam, en una zona con restaurantes y bien comunicada con el transporte público, me quedaría aquí nuevamente sin dudarlo. Gracias a Edwin por su amabilidad."
28871,199870567,2017-10-03,101265178,Saskia,"Super Lage. Fussläufig alles zu erreichen. Zimmer und Bad sauber und vollkommen ausreichend.
Leider keinen Kontakt zu Bewohnern.

Ist für ein Städtetrip sehr zu empfehlen."
28871,200645867,2017-10-06,89344548,Anton,Apartment war sehr zentral und alles super zu Fuß erreichbar. Die Wohnung reicht völlig aus !! Es war ein sehr schöner Aufenthalt  in einer sehr schönen stadt. Würde es wieder buchen.
28871,202627112,2017-10-12,117707981,Madison,"The house is located right in the centre of Amsterdam and all the things you'll want to do/see! The room is a very good size for two people. We didn't have the chance to meet Edwin but his nephew Zeus was very helpful. His cat Pookie is the sweetest cat ever, if you're lucky to meet her!"
28871,203368591,2017-10-15,40162136,Alain,"Thanks for very much your excellent welcome and help from your nephew. We had very good time there. Appart very well located downtown nearby everything and very easy tram access. For sure, as described in add, little noisy being in the heart of nightly living place but we can accomodate it easily. Clean bathroom even if shared with 2 others. Highly recommanding the place. Alain"
28871,204628081,2017-10-19,10007003,Ian,Edwin's place is awesome because first he is a great host and then there is the location just within walking distance all the 'on the map' must do's but just out enough to get some chill time. We only stayed 2 nights but really liked Edwins place because the bedroom is so damn big and the whole building is unique and Edwin is such a lovely person.
28871,205586938,2017-10-22,154029086,Tatyana,"Хорошее расположение, хорошая комната. Все рядом. Немного шумно по выходным, т.к. рядом много заведений, но для кого-то это плюс. Эдвин гостеприимный и общительный. Это лучшее что может быть в центре Амстердама за такую цену. Спасибо еще раз!"
28871,206558528,2017-10-26,114640247,Camille,"La chambre ne peut pas être mieux située dans la ville, nous étions au milieu de tous ! (Marché aux fleurs, marchés, shopping, musée, eau, ...) La maison est très typique dans son style et nous rapproche de la vie amstellodamoise. De plus Edwin est très accueillant et serviable, il répond à toutes questions et s'assure que nous apprécions notre voyage. Je conseille cette chambre à toutes personnes qui aiment profiter à 100% de son voyage !"
28871,207451177,2017-10-29,33897661,Yin Leng,Good location with walk for twenty five minute to central station. Near the flower market with a lot of souvenir shops surrounding. Definitely will stay again if revisit Amsterdam.
28871,209824033,2017-11-06,128224366,Paula,Todo tal cual lo descripto! Buena ubicación!
28871,210383643,2017-11-09,4574843,Lewis,"Edwins place is abasolutely fantastic! Central to everything you want to see in Amsterdam, only a short walk to everywhere! Was wonderful to meet Edwin as he was very helpful and a lovely person, could not recommend enough!"
28871,211192597,2017-11-12,89915427,Marcos,TODOS IRÃO ADORAR ESSA EXPERIÊNCIA.
28871,212773074,2017-11-19,33988965,Josef,"Ubytování na skvělém místě za velmi dobrou - vše v dosahu pěšky .
Pokud nevadí společná koupelna a hluční turisté v ulici pod oknem, lze jenom doporučit"
28871,214503785,2017-11-26,74729103,Tom,Everything was great! Edwin is a A+ host.
28871,215379862,2017-11-29,34553624,Lilia,"Edwin' s place is amazing. Excellent location, next to the bloemenmarkt. Big room next to a big bathroom and coffee and tea. The most important for me it was  Edwin was vety flexible with the check in and checkout times and th3 communication was excellent. I have not enough words to thank Edwin for all his hospitality"
28871,216849988,2017-12-06,57768372,Maria,"This place was perfect for us, the accommodation and location were fantastic. We will certainly be recommending this place to any friends planning a visit to Amsterdam. Thank you very much Edwin!"
28871,218156880,2017-12-11,58873342,Maude,"Emplacement parfait, près de tout, à 15 minutes à pied de la Centraal. Super acceuil d'Edwin"
28871,218823371,2017-12-15,85747346,Nicolas,"Excelente lugar , cerca de todo caminando, cerca de lugares para comer, habitación y baño muy limpios, edwin siempre disponible y atento"
28871,219311064,2017-12-17,33402526,Patricia,"Easy comunication with Edwin. Perfect location, walkable to the centrum. 
Located in the really livable district (day and night). 
You will hear some noises from the street, because its a lot of night bar in the district. But its not really matter for me. 
We had a great time in Amsterdam!"
28871,220357900,2017-12-22,17635023,Ivan,"Edwin is such a nice and welcoming host it was unvelievable. We apologize leaving without saying anything since it was very early in the morning and we didnt want to disturb you. Very clean bathroom and very comfortable room! Add those to the amazing location at the central which allow you to walk everywhere! Thanks, edwin"
28871,221350486,2017-12-26,851605,Nicola,Great location and walkable to everything! Edwin was so nice and welcoming as well.
28871,221903452,2017-12-28,44955283,Luis Fernando,"Edwin is the best host! His house is near everything, clean and you feel like-home."
28871,224814012,2018-01-04,122205106,Pranshu,Loved his hospitality and local tips overall a A+++++++ stay.
28871,225326523,2018-01-06,135728158,Taylor,Great location and great host.  Edwin recommended several great places to eat that we loved!
28871,226017987,2018-01-08,146207674,Zain,"Great bnb for anyone wanting to see the nightlife or go out, great guy was very nice and had coffee and tea for us. Overall a great stay"
28871,226968907,2018-01-13,155971440,Darius,great experience 
28871,228364752,2018-01-19,84610428,Maayan,"Edwin is great, helpful, caring The house is warm and located in the center"
28871,228860721,2018-01-21,134434776,Sebastian,"This place is very central with a short walk to most attractions, Edwin was very nice and very helpful. Overall a great experience."
28871,230180152,2018-01-27,11582195,Ludmila,"El alojamiento es óptimo, habitación grande y Super céntrica. La limpieza excelente. Edwin muy divertido! Cerca de todo, ideal para conocer la ciudad. Volveremos. Gracias Edwin!!!!!"
28871,231242521,2018-01-31,149773167,Natalie,"Edwin's apartment is in a beautiful location in Amsterdam, extremely central and walking distance to many cute shops, cafes and restaurants. He made the weekend getaway very easy, being flexible with check in/ check out times, providing us with local suggestions and great restaurants to visit. Very quiet room, clean; it has everything you'd need! Thank you Edwin for being an amazing host!!"
28871,231862943,2018-02-03,170367499,Dilan,La chambre que propose Edwin est juste très bien située. Elle se situe au carrefour de toute les activités que propose cette ville. Séjour au Top !
28871,233339798,2018-02-09,141115093,Edith,"Solo nos dejan poner una calificación de las opciones, para los que están indecisos les puedo decir que me paso lo mismo, pero no me arrepiento de nada, Edwin es una excelente persona, muy atenta y amable, y super predispuesto a ayudar ante cualquier consulta, la habitación es como se ve y mejor, cama super graaaande para dos goditos como nosotros, si bien compartimos el baño jamás nos cruzamos con nadie, así q fue como tenerlo para nosotros solos. La ubicación excelente, a 10 minutos andando a cualquier parte de Ámsterdam y plaza dam, está a metros del mercado de flores, a otros tanto de cruzar este y comenzar la calle de los locales de comida rápidas i locales de resto propios del lugar, casinos al paso y Coffee Shop ah! También hay uno debajo de la casa! Y frente hay más restos. Chicos y chicas, les recomiendo este lugar, primer airbnb y feliz"
28871,233847178,2018-02-11,33662150,Helen,"Edwin was really friendly and approachable, his quirky home was fantastic. Room was cosy & warm , bed very comfie , great location. Thanks Edwin will see you again"
28871,234847926,2018-02-14,34145530,Rafael,"We really enjoyed our stay and Edwin's great hospitality. Also a superb location, near everything."
28871,235324861,2018-02-16,36624138,Karolina,"The double room we stayed at was amazing. The location was very easy to get to from the airport and Edwin gave us great instructions on how to reach the place. Edwin himself is hilarious and probably the best Airbnb host I've ever had. The location is in the center of the city, with the flower market right around the corner along with great bakeries, coffee shops, etc. There's a supermarket around the corner as well. Everything is walking distance which is super convenient and if you choose to take the tram, it's located one street away. I would definitely stay here again and recommend it to anyone going to Amsterdam. The room was very clean and spacious."
28871,236038673,2018-02-18,136465010,Shay,"Edwin was awesome; helped us make dinner reservations, supplied towels and a comfy bed. Very nice and hospitable!"
28871,236762165,2018-02-20,31320219,Анна И Андрей,"Хочется сказать одно: мы обязательно вернёмся к Эдвину!
Плюсы: 
- гостеприимство, Эдвин всегда рад помочь и подсказать;
- в кафе рядом с домой можно бюджетно позавтракать;
- самый центр, общественным транспортом не пользовались совсем.
Минусы не обнаружены"
28871,237273154,2018-02-22,174170591,Liya,"在到达阿姆斯特丹前房东有很详细地告诉我们如何到达房子的路线,房东人很和蔼｡看到房子之后觉得房子比较有特色,无论是房间或浴室都非常干净,住在这里也很舒服,而且房子的位置很方便步行游玩,所以在阿姆斯特丹的这几天我们都比较放松开心,谢谢Edwin!"
28871,238878018,2018-02-27,159174062,Ava,"Edwin’s place was situated in the heart of the flower market, close to the centre and all amenities that you would need. The room was so cosy especially in the Amsterdam winter! It was spacious and so clean and me and my boyfriend felt at home instantly. Would recommend this to any couple or solo traveler, perfect place, perfect room and perfect host! Thank you Edwin,  hopefully we will see you soon!"
28871,239585405,2018-03-02,99315133,Joost,Prima plek. Ideale uitvalsbasis om Amsterdam te verkennen.  Vriendelijke gastvrije gastheer. De kamer en badkamer waren schoon en warm.
28871,240192572,2018-03-04,93030470,Santiago,"Excelente dpto en el corazón de la ciudad, Edwin muy atento a todos, muchas gracias"
28871,240989098,2018-03-07,110803740,Antonia,"Edwin’s place is in the most perfect position to visit the city, and the room itself was a lovely, stylish and quiet. Edwin was helpful and welcoming and checking in and out was a breeze. Couldn’t raccomand more and will definitely try to book again when back in Amsterdam!"
28871,241460217,2018-03-09,70104348,Aleksandra,"Нам очень понравилась комната, нам очень понравился Эдвин, очень гостеприимный, общительный, все сам показал, рассказал, познакомил с настоящим хозяином дома, а именно котом Пукки)) У дома супер расположение, он находится рядом с цветочным плавучим рынком, до площади Дам неспешным шагом 10 минут, т.е. все достопримечательности центра Амстердама под рукой. Обязательно вернемся еще раз."
28871,243530310,2018-03-16,92674260,Kendra,Great place and host! Awesome location. Middle of everything
28871,244714382,2018-03-19,149157351,Rafael,Edwin is amazing! Great host in a great location! Dont miss the chance of staying there if you plan going to amsterdam!
28871,245983328,2018-03-24,43103625,Lucía,"Edwin is a wonderful host, he‘s kind and super fun! I‘d highly recommend staying at his guesthouse as it‘s in a perfect location and it was just what we needed as a young couple for a few days (or more, too). Everything was tidy and clean, we had coffee & teas, a little fridge and all. Thanks again Edwin, lots of love for you!"
28871,247333285,2018-03-28,146459735,Aki,"ｽｰﾊﾟｰ､ﾄﾗﾑの駅､ﾚｽﾄﾗﾝ街が近くて便利的なﾛｹｰｼｮﾝにあります｡ｱﾑｽﾃﾙﾀﾞﾑの中心地で様々な観光地へ歩いて観光することができます｡
芸術的で清潔的な部屋､早いﾎｽﾄの対応､部屋にﾀｵﾙとﾄﾞﾗｲﾔｰがあったので便利でした｡
また利用します!"
28871,248304113,2018-03-31,131808288,Rodrigo,Edwin was such a great host. Staying at his place actually made out visit to Amsterdam even better.
28871,249531274,2018-04-02,7416305,Thibaud,Edwin est très sympa et sait être accueillant. Le logement est très propre. Attention aux personnes allergiques il y a un chat.
28871,250202092,2018-04-04,118399679,Chiara,Edwin è stato molto disponibile e gentile. La stanza è bella e curata nei dettagli. Consigliato 
28871,251575598,2018-04-08,86896812,Sammi,"Edwin was a great host! This place was clean, safe and centrally located. Easy to walk everywhere or rent bikes. We had a lovely stay in Amsterdam and would definitely stay here again."
28871,252577780,2018-04-11,143181197,Chanond,"Best location, lovely & comfy room for place, and little lovely kitty to welcome u :)"
28871,253076968,2018-04-13,100999499,Vlbl Wei-Chia,"完全在市區中心,用走的可到水壩廣場､紅燈區等,巷子口也有tram可以搭｡房東很熱情和善｡房間的床很舒服｡但附近有酒吧,可能到晚上較容易吵｡"
28871,253820188,2018-04-15,93496695,Jeanne,"Edwin's place could not be in a better location. We were right in the middle of the centre of Amsterdam, and could walk everywhere we wanted to go. Edwin was a great host who responded really quickly to messages and check in was super easy. The room was lovely and spacious, and everything was very clean. I would definitely recommend staying here."
28871,254849852,2018-04-18,50626738,Ani,"Todo estuvo muy bien, Edwin es muy atento, su habitación es todo lo que necesitas en Amsterdam, céntrico, cómodo, limpio. Gracias Edwin!!"
28871,255343127,2018-04-20,8160450,Andy,"Great location, walkable to just about everything. It's in an area that is lively/loud until ~3-4am ish but not bad with the window closed. When we were staying here it was quite warm so we needed to have the window open. I'd suggest bringing earplugs. If you're a light sleeper maybe look for something in a quieter area. I knew what to expect so it wasn't a problem for me and my wife. I would definitely stay here again!"
28871,257474270,2018-04-26,19146357,PPep,"Highly recommend , Nice place , Near everything 

See you next time"
28871,258531725,2018-04-29,46895354,James,"Edwin's place was fantastic for my wife's and my vacation trip to Amsterdam. Edwin was very charming and gracious. The room and bathroom were very clean. The location was fantastic for us for touring, and despite it being a little loud in the streets at night, it was a very enjoyable stay. I thank Edwin for his hospitality and would recommend his place to anyone."
28871,259622953,2018-05-01,25353493,Brian,Our stay at Edwin’s was incredible. He is such a great and accommodating host. The area is in a perfect location. Great bed. Spacious room. Walking distance to everywhere. We wish we could have stayed longer.
28871,261853402,2018-05-07,181166673,Manuel Alejandro,"Edwin is such a kind host, he is aware of you until you arrive. The apartment is very comfortable and it has a central location in Central Amsterdam, you are to everything."
28871,262860515,2018-05-10,153766264,Dallas,Edwin is a great host. He made sure we were comfortable and offered recomendations. The room is big and the location is lively! The appartment is a walkable distance to many main attractions in Amsterdam! We would stay there again.
28871,264966371,2018-05-15,90531639,Sergio,"Lindo alojamiento, bien ubicado, Edwin es muy amable y siempre atento. Lo ùnico que hay que recordar es que es un edificio clàsico holandès, con escaleras caracol bastante empinadas y que para personas con dificultades se les puede complicar."
28871,265740609,2018-05-18,154841156,Javier,"Edwin es muy amable, la limpieza es muy buena. 
La zona de la casa es genial, está en el centro de Amsterdam.
Esperamos volver algún día! Gracias"
28871,267184046,2018-05-21,25358590,Maria Emilia,"La casa de Edwin está muy bien ubicada, con acceso al tranvía que te trae de la estación central ( a 120 m de la parada indicada),y todo estuvo muy bien. Tiene heladera y jarra eléctrica para los huéspedes. No tiene cocina, y tiene un baño que Edwin limpiaba todos los días"
28871,267967850,2018-05-23,43395172,Alexander,"Жилье в центральной части Амстердама находится в пешей доступности от большинства достопримечательностей, на улочке есть несколько кафе с приветливым персоналом и вкусной едой. Данные апартаменты полностью отвечают представлению о жилье в данном городе,  небольшие, но уютные. Эдвин расскажет обо всех интересующих вопросах. 5/5."
28871,268575637,2018-05-25,39690321,Delise,"My partner and I stayed for 2 nights, the room was cozy and homely. The location is perfect, very central, close to many lovely restaurants and behind the flower market. There was a tea/coffee station provided with a small fridge&freezer - I particularly appreciated the ice as the weather was hot also the fan in our room. 
Edwin also has the most beautiful cat I have ever seen . We would definitely stay again"
28871,269256784,2018-05-27,24653805,Fiorella,"Edwin nos atendió muy bien desde que llegamos. La habitación es amplia y cómoda. El baño es compartido pero está muy bien y tiene todas las comodidades. Hay frigobar y café y té para el desayuno. La ubicación es excelente. Se puede hacer todo caminando , hay muchos bares en la cuadra pero no nos impidió dormir ya que no se escuchaba por las noches. Sin duda volveríamos a hospedarnos "
28871,271068089,2018-05-31,2382583,Dany & Andy,Gerne wieder
28871,272808761,2018-06-04,60634431,Veronica,"Ottima soluzione, casa piccola ma molto pulita, stanza molto confortevole e bagno essenziale !! Al check out gli abbiamo lasciato le valigie e lui è stato davvero gentile! Consigliato!!"
28871,273710249,2018-06-07,162835304,Christiane,"Très bien situé, bon accueil et très propre"
28871,274866150,2018-06-10,103809982,Caroline,"Edwin gave us the perfect informations to come to the center and kind attentions when we arrived. The bedroom is perfectly located in the center of the city, near night bars. Highly recommanded"
28871,276195398,2018-06-13,156830555,Katie,"Edwin was such a great host. Communication was clear and fast and he had some wonderful tips for places to eat and check out nearby. The apartment itself was clean and as described, and the bathroom was cleaned daily and thoroughly. Some nice amenities like hairspray were also provided in the bathroom and were a nice touch. It was the perfect location for our quick stay in Amsterdam and a great value. Thank you Edwin for a great stay! "
